tier,tier_label,n,iteration,format,compression,encoded_bytes,payload_bytes,framing_overhead_bytes,git_sha
3,production-verb-synthetic,1000,636,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,636,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,636,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,637,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,637,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,637,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,638,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,638,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,638,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,639,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,639,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,639,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,640,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,640,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,640,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,641,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,641,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,641,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,642,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,642,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,642,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,643,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,643,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,643,literal,gzip,385,360,25,99e8202
3,production-verb-synthetic,1000,644,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,644,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,644,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,645,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,645,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,645,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,646,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,646,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,646,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,647,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,647,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,647,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,648,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,648,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,648,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,649,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,649,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,649,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,650,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,650,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,650,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,651,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,651,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,651,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,652,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,652,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,652,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,653,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,653,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,653,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,654,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,654,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,654,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,655,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,655,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,655,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,656,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,656,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,656,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,657,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,657,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,657,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,658,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,658,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,658,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,659,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,659,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,659,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,660,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,660,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,660,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,661,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,661,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,661,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,662,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,662,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,662,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,663,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,663,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,663,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,664,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,664,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,664,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,665,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,665,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,665,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,666,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,666,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,666,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,667,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,667,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,667,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,668,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,668,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,668,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,669,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,669,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,669,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,670,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,670,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,670,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,671,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,671,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,671,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,672,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,672,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,672,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,673,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,673,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,673,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,674,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,674,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,674,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,675,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,675,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,675,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,676,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,676,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,676,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,677,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,677,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,677,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,678,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,678,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,678,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,679,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,679,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,679,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,680,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,680,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,680,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,681,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,681,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,681,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,682,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,682,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,682,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,683,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,683,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,683,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,684,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,684,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,684,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,685,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,685,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,685,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,686,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,686,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,686,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,687,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,687,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,687,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,688,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,688,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,688,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,689,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,689,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,689,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,690,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,690,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,690,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,691,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,691,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,691,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,692,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,692,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,692,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,693,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,693,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,693,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,694,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,694,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,694,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,695,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,695,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,695,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,696,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,696,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,696,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,697,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,697,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,697,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,698,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,698,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,698,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,699,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,699,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,699,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,700,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,700,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,700,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,701,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,701,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,701,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,702,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,702,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,702,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,703,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,703,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,703,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,704,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,704,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,704,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,705,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,705,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,705,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,706,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,706,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,706,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,707,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,707,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,707,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,708,compact,none,96,67,29,99e8202
3,production-verb-synthetic,1000,708,literal,none,910,885,25,99e8202
3,production-verb-synthetic,1000,708,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,709,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,709,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,709,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,710,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,710,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,710,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,711,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,711,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,711,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,712,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,712,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,712,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,713,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,713,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,713,literal,gzip,386,361,25,99e8202
3,production-verb-synthetic,1000,714,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,714,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,714,literal,gzip,388,363,25,99e8202
3,production-verb-synthetic,1000,715,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,715,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,715,literal,gzip,387,362,25,99e8202
3,production-verb-synthetic,1000,716,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,716,literal,none,911,886,25,99e8202
3,production-verb-synthetic,1000,716,literal,gzip,389,364,25,99e8202
3,production-verb-synthetic,1000,717,compact,none,97,68,29,99e8202
3,production-verb-synthetic,1000,717,literal,none,911,886,25,99e8202
